shopid;buyerid;register_date;country
2495;4304;27/12/2018;PH
2423;3059;19/08/2020;MY
2891;1361;12/01/2018;ID
2302;3058;20/10/2021;MY
2338;3931;30/11/2021;MY
2982;1861;04/02/2021;ID
2434;2359;29/04/2020;SG
2951;1434;06/11/2020;ID
2965;1948;06/02/2021;ID
2765;1267;25/07/2018;ID
2154;1067;03/04/2020;ID
2335;1544;14/08/2019;ID
2779;3751;30/04/2021;MY
2192;3115;22/05/2018;MY
2470;2869;05/03/2021;SG
2278;3346;31/12/2019;MY
2566;1498;17/07/2020;ID
2323;4920;06/12/2018;SZ
2147;1929;07/07/2018;ID
2273;1343;02/06/2021;ID
2677;2781;31/07/2020;SG
2088;2810;16/03/2019;SG
2743;3185;21/04/2021;MY
2665;1868;07/11/2021;ID
2100;1591;28/08/2019;ID
2982;3455;26/09/2021;MY
2912;4607;19/02/2020;SZ
2627;2784;15/02/2018;SG
2188;1182;10/12/2018;ID
2857;1829;27/12/2018;ID
2082;1603;28/01/2020;ID
2354;1155;31/07/2018;ID
2064;2799;09/12/2019;SG
2808;1070;18/03/2020;ID
2114;3675;05/06/2020;MY
2209;4964;17/06/2020;SZ
2501;2379;22/02/2018;SG
2885;1919;01/05/2018;ID
2423;3410;08/06/2020;MY
2732;3568;10/01/2018;MY
2781;3323;04/03/2018;MY
2335;1062;05/09/2021;ID
2475;2537;07/05/2021;SG
2057;2629;28/06/2021;SG
2092;1997;15/12/2021;ID
2569;2399;16/07/2020;SG
2562;1271;24/11/2021;ID
2392;4140;18/09/2019;PH
2092;4058;09/11/2020;PH
2233;3620;27/05/2020;MY
2308;1107;06/04/2018;ID
2579;2103;19/07/2021;SG
2735;4514;19/08/2019;SZ
2456;1625;08/04/2018;ID
2245;2836;21/01/2020;SG
2029;2633;05/03/2021;SG
2834;4918;21/05/2018;SZ
2487;4747;12/12/2019;SZ
2721;1542;13/08/2018;ID
2744;4634;01/12/2021;SZ
2704;2130;02/09/2020;SG
2781;3247;26/02/2021;MY
2653;3702;20/05/2021;MY
2677;2752;27/10/2019;SG
2544;1175;16/07/2021;ID
2511;2813;01/04/2020;SG
2574;3143;10/01/2021;MY
2160;4449;21/06/2021;PH
2491;3108;26/07/2019;MY
2060;1126;22/12/2021;ID
2642;3605;29/10/2021;MY
2923;1436;06/12/2019;ID
2675;2810;07/02/2019;SG
2164;4554;22/02/2018;SZ
2657;3903;03/01/2021;MY
2504;3459;11/11/2018;MY
2036;1188;11/05/2018;ID
2653;2466;31/05/2018;SG
2842;4063;11/07/2018;PH
2144;1055;14/08/2021;ID
2297;2075;11/02/2020;SG
2145;2631;07/05/2018;SG
2451;1199;16/02/2020;ID
2813;3989;11/02/2020;MY
2586;1174;15/02/2019;ID
2438;3509;12/06/2018;MY
2395;2286;15/01/2018;SG
2625;4685;08/05/2020;SZ
2320;3643;19/06/2019;MY
2812;4756;27/04/2018;SZ
2922;1096;30/07/2021;ID
2518;4877;10/12/2020;SZ
2098;1821;04/11/2020;ID
2967;4235;07/05/2018;PH
2422;4097;09/07/2019;PH
2034;4811;16/05/2018;SZ
2859;4056;28/07/2021;PH
2044;3774;27/05/2018;MY
2955;3941;27/09/2019;MY
2775;1732;23/05/2018;ID
2204;3075;30/07/2018;MY
2920;1975;19/08/2021;ID
2434;4332;28/11/2019;PH
2860;1707;21/10/2020;ID
2435;4965;15/05/2021;SZ
2141;4960;05/12/2018;SZ
2699;3734;25/08/2020;MY
2089;1427;26/12/2019;ID
2593;3300;24/04/2020;MY
2908;2276;27/03/2020;SG
2244;3502;19/06/2021;MY
2839;4743;24/09/2019;SZ
2614;4811;27/07/2019;SZ
2304;4365;01/06/2019;PH
2008;3995;26/01/2018;MY
2890;2731;23/03/2020;SG
2780;1440;09/05/2021;ID
2925;4244;23/12/2021;PH
2731;3140;09/11/2019;MY
2021;2338;15/08/2020;SG
2168;4430;04/09/2018;PH
2399;2841;02/06/2020;SG
2534;4034;11/12/2020;PH
2562;2621;15/03/2019;SG
2519;4891;01/08/2021;SZ
2132;4935;24/10/2020;SZ
2740;2623;29/12/2021;SG
2243;3855;03/11/2018;MY
2172;4705;23/02/2019;SZ
2213;3880;24/03/2019;MY
2735;3628;16/09/2020;MY
2068;4606;13/05/2018;SZ
2829;4639;13/01/2018;SZ
2044;1808;29/01/2020;ID
2069;2004;19/12/2021;SG
2610;2649;24/08/2020;SG
2192;3519;07/01/2019;MY
2865;2760;25/01/2018;SG
2264;4634;23/11/2021;SZ
2454;1054;16/06/2021;ID
2016;2961;02/08/2020;SG
2510;2377;09/11/2019;SG
2887;1849;20/01/2019;ID
2768;2958;26/01/2018;SG
2891;2082;25/08/2020;SG
2206;4316;22/11/2019;PH
2246;4232;12/05/2020;PH
2153;2342;18/03/2019;SG
2735;2314;13/02/2021;SG
2127;3226;29/09/2019;MY
2572;1330;07/05/2021;ID
2655;1522;28/04/2020;ID
2965;4502;07/11/2019;SZ
2308;4927;05/08/2018;SZ
2510;4997;11/01/2018;SZ
2950;4656;06/11/2018;SZ
2307;2679;01/09/2019;SG
2918;4063;26/09/2019;PH
2861;2307;30/07/2019;SG
2152;4118;05/04/2020;PH
2499;1864;02/12/2020;ID
2026;3231;23/07/2021;MY
2311;2021;22/10/2020;SG
2571;1672;02/07/2018;ID
2449;4987;19/01/2021;SZ
2569;3309;17/08/2018;MY
2568;3150;16/08/2021;MY
2642;4219;14/08/2019;PH
2735;2352;20/10/2021;SG
2627;4451;11/09/2019;PH
2209;3933;02/09/2021;MY
2799;1719;23/04/2020;ID
2451;3245;18/01/2019;MY
2276;1155;05/03/2018;ID
2861;2013;26/01/2020;SG
2609;3454;30/01/2018;MY
2209;3495;26/07/2020;MY
2112;1488;09/09/2018;ID
2743;2578;20/03/2020;SG
2005;4135;17/01/2019;PH
2165;1387;10/12/2019;ID
2766;2672;19/04/2021;SG
2046;3657;25/04/2018;MY
2442;1007;18/07/2019;ID
2322;4723;30/10/2019;SZ
2183;1435;22/07/2019;ID
2906;2774;21/12/2018;SG
2461;4662;24/06/2021;SZ
2355;4651;16/11/2018;SZ
2331;2392;26/05/2018;SG
2760;1356;24/03/2018;ID
2201;2889;05/08/2018;SG
2455;2380;04/04/2020;SG
2254;2573;18/10/2019;SG
2988;4051;20/07/2019;PH
2177;2424;15/12/2021;SG
2945;2092;22/01/2018;SG
2513;3964;04/08/2021;MY
2007;3020;01/02/2019;MY
2316;3552;04/04/2018;MY
2464;1278;14/10/2020;ID
2486;2397;16/07/2018;SG
2059;2813;11/08/2020;SG
2456;3606;15/01/2020;MY
2325;1454;23/06/2020;ID
2838;4064;08/05/2020;PH
2394;3070;07/08/2019;MY
2431;4271;23/02/2021;PH
2346;1741;25/03/2019;ID
2617;4252;15/02/2018;PH
2829;2334;21/01/2020;SG
2433;1152;20/06/2020;ID
2916;3187;15/04/2018;MY
2925;3104;08/05/2018;MY
2433;4057;19/06/2020;PH
2231;2233;06/01/2018;SG
2242;3491;03/10/2018;MY
2801;3019;08/11/2020;MY
2893;1583;29/07/2021;ID
2106;3826;25/07/2021;MY
2355;1179;09/08/2021;ID
2323;1842;01/05/2018;ID
2008;2125;02/12/2018;SG
2012;2282;14/10/2021;SG
2900;2522;11/01/2021;SG
2757;1189;12/03/2019;ID
2792;3137;11/10/2021;MY
2741;2291;16/07/2019;SG
2808;3210;25/11/2018;MY
2238;2765;08/11/2019;SG
2291;1279;15/04/2020;ID
2094;2977;10/03/2021;SG
2408;4930;24/10/2019;SZ
2302;3796;23/09/2018;MY
2976;4347;10/06/2020;PH
2862;1509;27/03/2019;ID
2713;3352;26/11/2020;MY
2633;1264;06/02/2018;ID
2924;1226;27/03/2020;ID
2413;2869;18/06/2021;SG
2768;3017;26/03/2020;MY
2595;2079;12/10/2020;SG
2949;1993;09/01/2018;ID
2771;3376;10/06/2021;MY
2062;4949;14/04/2019;SZ
2233;3421;13/05/2020;MY
2634;3389;25/07/2021;MY
2958;3888;22/02/2019;MY
2029;4522;28/01/2020;SZ
2566;3066;24/12/2019;MY
2596;4904;03/08/2018;SZ
2966;3749;12/08/2021;MY
2437;1270;29/11/2018;ID
2709;2030;21/05/2018;SG
2146;2302;25/03/2021;SG
2593;1461;17/06/2019;ID
2947;3630;10/02/2020;MY
2579;2185;18/02/2021;SG
2217;3665;01/06/2021;MY
2077;1021;13/04/2019;ID
2523;2366;21/09/2019;SG
2103;1383;26/11/2021;ID
2933;3942;07/07/2020;MY
2775;3970;13/05/2020;MY
2875;3137;14/04/2018;MY
2474;1229;25/09/2018;ID
2829;1358;01/05/2019;ID
2025;2320;16/03/2018;SG
2252;3801;08/02/2018;MY
2013;3202;13/03/2021;MY
2735;3809;03/09/2020;MY
2619;2118;22/03/2019;SG
2220;4106;01/02/2021;PH
2692;2938;28/01/2020;SG
2382;4792;18/09/2019;SZ
2670;1181;28/12/2021;ID
2058;4339;01/01/2020;PH
2753;3471;17/05/2021;MY
2486;3463;17/11/2020;MY
2483;2910;12/07/2021;SG
2200;3292;06/01/2020;MY
2945;3709;27/05/2019;MY
2101;4353;07/05/2018;PH
2466;1763;01/06/2020;ID
2829;3075;11/02/2018;MY
2956;2762;05/05/2020;SG
2515;3407;04/04/2019;MY
2075;2873;21/02/2018;SG
2663;2332;21/06/2018;SG
2559;3445;29/06/2019;MY
2487;2953;09/12/2019;SG
2527;3526;03/01/2021;MY
2679;3185;18/05/2020;MY
2638;4093;03/08/2020;PH
2624;1085;26/04/2019;ID
2314;3239;12/08/2021;MY
2430;4055;11/03/2019;PH
2171;2910;13/02/2021;SG
2340;2872;20/04/2020;SG
2324;2946;17/10/2020;SG
2473;1984;05/05/2018;ID
2581;4724;18/01/2018;SZ
2864;1579;13/03/2019;ID
2540;2638;18/02/2021;SG
2979;2274;29/08/2021;SG
2355;1764;17/03/2020;ID
2249;1372;21/08/2020;ID
2613;4236;28/09/2020;PH
2194;1284;13/04/2021;ID
2274;3770;27/11/2021;MY
2514;3701;19/10/2018;MY
2541;3827;18/08/2018;MY
2975;1630;03/11/2021;ID
2807;1619;18/12/2020;ID
2285;4748;10/02/2019;SZ
2472;3929;10/07/2018;MY
2526;2455;07/11/2019;SG
2181;4479;05/11/2019;PH
2471;4013;09/11/2020;PH
2542;4921;25/10/2021;SZ
2168;1336;12/02/2021;ID
2121;3429;07/09/2018;MY
2824;1045;29/06/2019;ID
2462;4432;18/01/2019;PH
2606;2284;27/07/2018;SG
2168;1275;06/11/2021;ID
2376;1373;19/07/2018;ID
2070;3915;12/04/2019;MY
2914;4293;05/07/2020;PH
2644;1811;24/03/2020;ID
2007;4322;10/08/2020;PH
2552;2586;27/07/2018;SG
2254;2256;25/03/2020;SG
2362;1456;15/05/2021;ID
2125;1074;09/10/2020;ID
2619;4384;18/09/2020;PH
2144;3440;26/04/2018;MY
2136;3202;25/07/2020;MY
2314;4684;13/12/2021;SZ
2807;4614;06/03/2018;SZ
2801;3156;18/04/2019;MY
2551;2451;31/03/2020;SG
2838;3523;18/03/2018;MY
2848;1460;13/05/2018;ID
2384;4843;04/06/2021;SZ
2839;1739;21/11/2021;ID
2981;1439;26/02/2019;ID
2743;1092;16/03/2021;ID
2246;4001;09/07/2019;PH
2033;4628;04/02/2020;SZ
2557;2496;31/01/2021;SG
2672;2835;20/05/2018;SG
2804;3176;21/03/2020;MY
2771;3829;02/01/2021;MY
2430;4968;03/07/2021;SZ
2888;1334;09/10/2018;ID
2169;3551;26/10/2020;MY
2315;4305;09/04/2019;PH
2516;1493;15/12/2019;ID
2072;4687;16/03/2021;SZ
2637;1306;03/08/2020;ID
2098;4098;14/04/2018;PH
2145;2238;30/06/2021;SG
2533;1086;31/10/2019;ID
2432;2802;25/05/2018;SG
2878;1779;23/04/2018;ID
2960;1496;08/03/2018;ID
2254;1112;16/03/2019;ID
2808;1853;14/12/2021;ID
2743;1118;06/03/2018;ID
2662;4134;05/08/2019;PH
2998;2147;29/08/2020;SG
2791;4990;03/08/2021;SZ
2823;1384;11/12/2021;ID
2173;1916;01/03/2018;ID
2388;2862;30/08/2020;SG
2071;2788;14/02/2021;SG
2874;3988;03/09/2020;MY
2231;4671;01/03/2020;SZ
2422;4955;27/10/2020;SZ
2239;1430;05/07/2018;ID
2775;4479;11/07/2019;PH
2630;3296;10/03/2019;MY
2165;2754;01/05/2021;SG
2007;4153;27/07/2019;PH
2978;4985;21/03/2019;SZ
2469;4684;23/09/2020;SZ
2767;4794;12/03/2021;SZ
2301;3449;01/08/2018;MY
2438;3915;08/01/2020;MY
2438;1944;20/10/2019;ID
2586;4591;16/06/2020;SZ
2428;4381;11/05/2019;PH
2813;2966;07/10/2021;SG
2304;1610;25/06/2018;ID
2629;1530;01/05/2021;ID
2395;2088;30/07/2020;SG
2053;2675;09/07/2018;SG
2642;1532;08/07/2020;ID
2362;2966;05/01/2021;SG
2922;4408;24/01/2019;PH
2246;2771;04/08/2019;SG
2457;1414;01/03/2018;ID
2791;2853;23/01/2018;SG
2331;4890;27/08/2020;SZ
2842;2828;28/12/2018;SG
2701;1839;11/01/2019;ID
2055;1492;19/07/2019;ID
2854;4905;05/10/2020;SZ
2089;2190;15/07/2021;SG
2677;3356;16/04/2018;MY
2177;1787;02/03/2021;ID
2350;4683;09/11/2021;SZ
2528;1330;09/06/2018;ID
2110;1415;16/12/2021;ID
2913;2043;21/02/2018;SG
2676;2423;01/05/2021;SG
2312;1949;15/01/2019;ID
2709;3663;22/05/2019;MY
2650;3712;31/10/2019;MY
2800;2204;03/11/2019;SG
2458;3098;06/05/2019;MY
2937;3437;25/12/2021;MY
2153;4450;19/09/2021;PH
2453;2810;16/02/2020;SG
2763;2684;02/05/2020;SG
2716;3442;23/02/2018;MY
2621;4904;22/12/2018;SZ
2744;2692;18/09/2018;SG
2111;4687;24/02/2021;SZ
2630;2517;15/11/2018;SG
2884;1924;08/09/2018;ID
2200;3997;30/07/2018;MY
2870;2751;18/05/2019;SG
2257;4146;09/12/2019;PH
2614;3548;18/05/2021;MY
2612;1376;01/02/2018;ID
2965;2900;14/12/2019;SG
2126;1979;31/01/2021;ID
2229;1042;10/01/2019;ID
2410;1441;10/12/2020;ID
2471;1474;27/10/2019;ID
2605;1263;06/04/2021;ID
2970;3679;22/03/2021;MY
2333;2863;25/10/2019;SG
2357;2763;17/05/2019;SG
2908;1840;16/07/2020;ID
2866;2652;14/12/2020;SG
2347;3922;04/09/2018;MY
2083;1484;08/06/2018;ID
2844;3071;03/08/2020;MY
2380;3344;01/02/2020;MY
2592;2196;02/10/2019;SG
2470;2168;06/08/2019;SG
2492;3746;14/10/2020;MY
2559;3693;25/09/2019;MY
2512;3308;09/11/2018;MY
2404;4557;10/11/2021;SZ
2916;1167;08/10/2021;ID
2476;2274;23/12/2019;SG
2435;4800;21/06/2021;SZ
2757;4602;03/06/2021;SZ
2541;4895;16/05/2020;SZ
2709;1422;18/09/2021;ID
2798;3606;05/12/2020;MY
2540;1551;28/06/2021;ID
2247;2648;15/11/2019;SG
2457;1862;23/09/2021;ID
2114;2103;23/04/2019;SG
2876;3983;06/07/2019;MY
2253;4623;27/09/2019;SZ
2396;1052;29/03/2018;ID
2464;2851;05/08/2021;SG
2679;1036;04/08/2019;ID
2908;3889;09/09/2018;MY
2083;3828;24/03/2020;MY
2841;1015;04/04/2021;ID
2794;4556;12/03/2018;SZ
2009;4480;14/11/2019;PH
2885;4931;14/01/2019;SZ
2778;2366;27/06/2018;SG
2156;3243;26/10/2018;MY
2817;4411;20/08/2020;PH
2322;4443;17/07/2020;PH
2836;4386;26/01/2019;PH
2836;3485;22/05/2018;MY
2073;4212;30/07/2020;PH
2058;4108;06/06/2018;PH
2519;4551;06/05/2019;SZ
2393;1210;31/07/2019;ID
2890;3750;20/07/2020;MY
2356;3403;27/03/2018;MY
2191;3061;06/01/2018;MY
2272;3067;31/08/2018;MY
2888;1897;25/10/2019;ID
2003;1815;19/03/2021;ID
2996;4109;15/04/2020;PH
2449;3328;04/01/2018;MY
2468;2929;28/07/2018;SG
2092;1647;20/05/2019;ID
2871;3752;18/03/2019;MY
2665;3701;08/09/2019;MY
2693;3394;19/01/2018;MY
2572;3176;07/12/2020;MY
2325;4562;22/01/2020;SZ
2097;3109;02/06/2018;MY
2386;1897;14/07/2018;ID
2170;4713;17/12/2021;SZ
2241;1856;14/04/2021;ID
2697;4278;20/01/2019;PH
2815;3730;23/09/2018;MY
2182;4090;06/02/2019;PH
2940;1552;03/08/2020;ID
2913;1872;17/04/2018;ID
2201;2780;15/02/2020;SG
2015;4355;01/05/2019;PH
2838;1136;24/02/2021;ID
2295;2817;24/08/2019;SG
2534;1907;21/07/2018;ID
2148;2429;21/09/2019;SG
2220;1009;17/12/2019;ID
2643;2902;19/10/2021;SG
2703;4456;03/05/2018;PH
2566;2709;28/02/2018;SG
2560;1349;07/11/2020;ID
2214;2789;02/08/2020;SG
2240;2744;15/01/2021;SG
2762;2614;16/12/2021;SG
2750;4169;15/03/2020;PH
2803;4145;16/09/2020;PH
2344;4944;21/11/2020;SZ
2072;2920;11/09/2020;SG
2646;3034;25/09/2021;MY
2931;4481;24/08/2021;PH
2858;1406;18/11/2019;ID
2057;4959;20/10/2021;SZ
2549;1582;06/09/2018;ID
2119;2501;04/06/2020;SG
2342;4350;11/06/2020;PH
2565;3597;07/02/2021;MY
2700;1931;06/02/2020;ID
2272;4267;25/09/2018;PH
2726;2262;14/11/2018;SG
2414;1481;29/06/2018;ID
2935;1014;02/12/2020;ID
2512;2185;22/10/2021;SG
2085;1688;06/01/2019;ID
2946;4762;27/11/2019;SZ
2265;2454;28/12/2018;SG
2502;2886;09/04/2021;SG
2343;1832;18/08/2018;ID
2461;2255;27/11/2019;SG
2970;3849;15/10/2020;MY
2589;4292;13/06/2020;PH
2930;4757;21/07/2021;SZ
2481;2899;23/09/2021;SG
2931;1515;16/03/2018;ID
2101;3962;18/05/2018;MY
2248;1955;09/03/2020;ID
2435;1184;14/12/2021;ID
2587;1700;14/11/2018;ID
2050;3644;25/05/2018;MY
2389;3907;30/05/2021;MY
2145;1314;25/01/2021;ID
2128;2014;17/04/2021;SG
2602;2368;19/12/2019;SG
2105;1698;18/11/2021;ID
2192;3109;10/05/2021;MY
2468;2021;26/11/2021;SG
2568;3487;16/05/2018;MY
2745;1937;07/07/2018;ID
2798;1511;12/02/2021;ID
2056;2215;30/08/2021;SG
2886;3158;03/01/2020;MY
2503;1481;20/01/2021;ID
2504;3382;23/06/2019;MY
2971;2572;23/04/2020;SG
2804;4173;17/04/2018;PH
2217;4240;22/02/2020;PH
2400;3744;23/12/2019;MY
2340;1395;19/08/2021;ID
2966;2084;14/03/2019;SG
2672;3328;14/01/2021;MY
2629;1360;25/08/2021;ID
2687;4170;22/09/2020;PH
2249;1438;17/01/2018;ID
2517;3726;25/06/2018;MY
2600;4220;06/08/2021;PH
2611;3810;30/11/2020;MY
2002;2232;27/01/2019;SG
2682;1727;05/11/2021;ID
2289;1763;26/11/2019;ID
2620;4703;12/12/2018;SZ
2474;3157;08/02/2021;MY
2641;1927;09/07/2019;ID
2028;1132;28/07/2020;ID
2460;2701;08/05/2019;SG
2766;2378;28/01/2019;SG
2102;3810;18/01/2019;MY
2480;4254;27/08/2021;PH
2233;1112;06/08/2021;ID
2154;1179;02/02/2018;ID
2116;1828;06/08/2019;ID
2216;4171;28/06/2018;PH
2992;2500;19/12/2020;SG
2608;2048;14/03/2020;SG
2970;1483;26/04/2020;ID
2604;2149;03/09/2019;SG
2496;1332;22/05/2020;ID
2504;1199;08/06/2018;ID
2687;2674;28/07/2020;SG
2618;1595;03/10/2021;ID
2537;3478;03/09/2021;MY
2304;3110;29/09/2018;MY
2876;1759;17/04/2021;ID
2760;2927;08/07/2018;SG
2948;4218;17/04/2020;PH
2882;1252;15/02/2019;ID
2672;4352;03/09/2018;PH
2107;3254;13/06/2019;MY
2841;1810;14/08/2018;ID
2620;4279;13/08/2021;PH
2010;4819;02/01/2018;SZ
2234;4671;28/02/2020;SZ
2009;1107;25/05/2021;ID
2584;1434;07/09/2018;ID
2313;1978;05/04/2018;ID
2144;1105;29/10/2019;ID
2398;4717;22/04/2018;SZ
2888;1375;11/12/2021;ID
2319;3542;02/05/2020;MY
2381;3425;24/01/2018;MY
2860;1719;07/12/2019;ID
2778;2971;14/06/2019;SG
2299;1155;11/07/2018;ID
2621;1411;31/07/2021;ID
2260;3673;23/01/2021;MY
2674;2219;28/05/2019;SG
2571;4524;09/11/2020;SZ
2523;1068;11/11/2021;ID
2173;1993;21/06/2019;ID
2791;1266;08/10/2020;ID
2665;4407;31/01/2020;PH
2177;3442;03/09/2018;MY
2482;4888;01/10/2019;SZ
2026;1820;17/06/2021;ID
2179;4040;19/03/2020;PH
2316;2111;13/09/2018;SG
2538;4648;13/04/2018;SZ
2165;1847;22/04/2019;ID
2532;2791;29/01/2020;SG
2535;2890;31/10/2020;SG
2372;2515;24/01/2020;SG
2603;1183;23/12/2021;ID
2796;2678;20/06/2019;SG
2161;2819;22/07/2020;SG
2476;4000;10/08/2020;PH
2775;1477;28/02/2020;ID
2483;1807;09/06/2018;ID
2499;2681;06/10/2021;SG
2149;3327;08/07/2020;MY
2736;1411;20/07/2021;ID
2036;2722;16/04/2021;SG
2226;1656;28/05/2021;ID
2954;4693;25/01/2019;SZ
2842;2417;13/03/2021;SG
2798;3723;02/12/2020;MY
2333;1019;15/03/2020;ID
2620;3260;18/12/2021;MY
2034;4895;21/10/2019;SZ
2522;4492;11/02/2019;PH
2203;2894;28/05/2019;SG
2120;2811;10/09/2020;SG
2309;4369;05/06/2020;PH
2966;3189;04/04/2021;MY
2006;2567;20/01/2018;SG
2855;2826;07/11/2019;SG
2044;4491;04/11/2018;PH
2294;4394;09/04/2021;PH
2443;4792;07/07/2019;SZ
2957;2772;18/06/2020;SG
2030;1999;24/07/2021;ID
2506;3993;30/10/2018;MY
2505;2729;09/09/2021;SG
2319;3590;03/08/2021;MY
2466;2144;28/10/2020;SG
2830;4656;15/08/2018;SZ
2980;3793;15/05/2021;MY
2449;3220;30/05/2021;MY
2918;3966;01/10/2020;MY
2207;3246;06/10/2020;MY
2985;2418;28/01/2018;SG
2026;4440;31/03/2020;PH
2110;4312;23/11/2020;PH
2553;2279;26/06/2019;SG
2373;1311;29/08/2021;ID
2798;4526;29/08/2021;SZ
2846;3801;02/04/2019;MY
2039;2162;11/01/2019;SG
2388;3545;29/01/2021;MY
2895;3416;16/11/2018;MY
2758;3815;15/05/2020;MY
2769;1426;07/06/2020;ID
2446;1836;06/06/2020;ID
2517;4172;19/05/2020;PH
2137;3547;26/06/2019;MY
2047;1180;18/08/2018;ID
2575;1887;14/02/2019;ID
2751;3887;10/10/2020;MY
2420;2573;07/11/2021;SG
2657;2597;28/09/2018;SG
2669;3498;24/09/2020;MY
2166;1403;11/11/2019;ID
2820;1253;08/03/2018;ID
2431;2536;15/08/2021;SG
2150;3229;12/05/2020;MY
2398;3499;02/11/2021;MY
2490;3422;15/08/2021;MY
2969;4436;17/08/2018;PH
2595;2317;03/01/2020;SG
2520;1510;27/09/2021;ID
2746;3125;11/09/2019;MY
2549;3094;04/12/2021;MY
2300;1195;26/03/2021;ID
2315;4838;28/06/2021;SZ
2854;3010;10/05/2021;MY
2057;2622;09/04/2020;SG
2285;2203;27/11/2020;SG
2880;1611;13/05/2021;ID
2954;2378;10/05/2018;SG
2659;3616;22/07/2020;MY
2657;4268;16/02/2020;PH
2195;3844;25/08/2019;MY
2197;3811;15/11/2020;MY
2786;1718;21/11/2020;ID
2882;4472;20/01/2021;PH
2803;3327;21/03/2020;MY
2817;1207;16/07/2021;ID
2117;3492;26/10/2018;MY
2548;1379;22/05/2018;ID
2586;2552;17/10/2020;SG
2903;3657;11/04/2021;MY
2167;1240;01/05/2018;ID
2128;2627;03/05/2020;SG
2731;3779;31/03/2021;MY
2930;4817;29/09/2019;SZ
2426;2040;02/09/2018;SG
2257;1808;13/02/2018;ID
2007;2873;10/08/2018;SG
2401;2717;23/09/2019;SG
2850;2841;22/03/2019;SG
2401;3061;30/09/2021;MY
2866;3937;07/03/2020;MY
2682;1542;18/09/2020;ID
2197;3072;07/12/2020;MY
2339;1374;07/03/2021;ID
2408;1735;22/02/2020;ID
2871;2311;11/10/2018;SG
2942;4214;30/09/2018;PH
2192;1814;24/05/2018;ID
2283;2313;03/04/2018;SG
2274;2311;23/07/2020;SG
2328;4388;10/10/2019;PH
2971;2044;26/05/2021;SG
2407;3994;20/04/2021;MY
2873;3614;26/09/2021;MY
2204;2101;21/03/2020;SG
2548;3961;02/10/2019;MY
2436;2149;12/10/2019;SG
2068;2375;26/04/2021;SG
2732;4375;13/09/2018;PH
2646;1474;13/09/2020;ID
2026;2360;30/07/2018;SG
2947;2342;07/12/2021;SG
2797;2226;11/10/2021;SG
2877;3367;27/06/2018;MY
2944;4474;14/07/2021;PH
2863;4085;17/05/2021;PH
2509;2773;17/06/2018;SG
2979;4247;13/11/2019;PH
2417;4518;11/08/2018;SZ
2232;1210;01/01/2019;ID
2466;4996;16/02/2021;SZ
2024;1789;05/07/2019;ID
2957;4544;25/05/2021;SZ
2283;3720;06/07/2018;MY
2656;2232;04/04/2018;SG
2774;1445;06/01/2020;ID
2606;4491;03/02/2021;PH
2747;4678;30/10/2020;SZ
2359;2159;18/09/2019;SG
2343;1465;20/03/2019;ID
2658;3944;16/02/2021;MY
2534;4385;19/02/2020;PH
2411;4781;13/06/2019;SZ
2940;1854;26/01/2021;ID
2610;4232;30/08/2019;PH
2379;4328;28/04/2018;PH
2947;3017;25/02/2019;MY
2419;4761;29/03/2020;SZ
2167;2890;23/10/2018;SG
2688;3705;05/07/2018;MY
2255;2208;16/04/2018;SG
2744;3856;11/07/2019;MY
2371;1822;28/05/2019;ID
2267;1261;16/05/2021;ID
2279;2954;07/05/2021;SG
2508;3887;08/09/2019;MY
2775;3247;13/06/2019;MY
2672;3120;06/10/2019;MY
2241;1178;25/08/2020;ID
2444;2503;22/10/2019;SG
2605;1953;14/03/2020;ID
2223;2733;29/09/2021;SG
2278;1614;02/03/2019;ID
2836;1680;25/01/2020;ID
2064;2226;09/11/2020;SG
2842;1044;27/12/2018;ID
2727;3700;23/03/2019;MY
2033;1540;22/02/2020;ID
2042;2440;28/02/2019;SG
2149;1202;13/09/2020;ID
2771;4679;01/05/2020;SZ
2217;4332;10/05/2021;PH
2135;1594;07/12/2020;ID
2000;1621;22/02/2019;ID
2378;3072;13/11/2019;MY
2408;4383;28/02/2021;PH
2077;3563;29/04/2019;MY
2340;1702;19/11/2021;ID
2828;3206;15/07/2020;MY
2642;1621;03/03/2018;ID
2814;3782;24/04/2018;MY
2174;4491;03/03/2021;PH
2833;2254;27/05/2020;SG
2550;4472;24/04/2019;PH
2458;4817;06/07/2019;SZ
2044;1046;13/08/2021;ID
2880;3394;25/08/2019;MY
2250;4156;05/10/2020;PH
2981;2384;13/05/2018;SG
2319;1373;10/08/2020;ID
2738;1823;11/11/2019;ID
2999;1354;06/03/2020;ID
2998;1506;20/06/2018;ID
2816;1026;23/09/2021;ID
2040;4095;02/08/2020;PH
2896;1002;30/05/2020;ID
2989;1917;14/02/2019;ID
2875;2721;04/04/2020;SG
2264;4640;19/10/2020;SZ
2507;2137;11/08/2021;SG
2847;1838;05/06/2019;ID
2474;1139;31/07/2019;ID
2179;1322;27/09/2021;ID
2023;1532;17/06/2021;ID
2766;2126;07/01/2020;SG
2622;3770;07/03/2020;MY
2652;4695;24/02/2020;SZ
2480;2221;15/06/2020;SG
2284;2064;09/09/2020;SG
2543;4446;01/05/2021;PH
2126;2610;13/03/2021;SG
2638;2812;14/07/2018;SG
2001;3341;12/08/2021;MY
2265;1173;15/03/2020;ID
2101;1932;10/07/2020;ID
2044;2261;18/08/2020;SG
