shopid;total_clicks;impressions;Item_views
2587;49;196;133
2813;90;162;131
2183;13;261;181
2732;24;198;193
2704;24;168;180
2075;71;268;190
2525;37;236;152
2657;69;177;174
2086;100;249;168
2696;23;172;105
2467;53;263;101
2005;79;275;160
2519;68;188;185
2510;75;170;167
2986;6;229;167
2093;64;256;182
2537;51;169;143
2704;93;154;193
2059;53;282;144
2296;78;173;107
2315;86;164;139
2906;71;206;144
2586;57;211;160
2816;28;242;130
2082;99;282;160
2697;13;225;121
2160;62;204;132
2495;5;206;154
2364;67;256;173
2676;21;170;109
2852;21;280;126
2354;90;273;191
2035;93;179;147
2765;6;280;141
2292;33;160;126
2424;24;213;185
2081;4;196;166
2371;36;150;100
2009;73;204;163
2144;23;193;107
2516;5;180;151
2285;57;168;122
2809;84;152;116
2161;51;287;163
2695;91;243;152
2949;15;194;184
2976;32;170;144
2763;96;203;125
2568;96;255;135
2949;19;220;147
2138;38;269;158
2842;53;276;115
2942;24;219;126
2314;83;198;165
2620;17;215;190
2342;7;191;177
2174;70;232;155
2405;50;286;127
2170;54;178;159
2855;43;158;165
2983;3;175;174
2960;70;288;189
2220;91;219;185
2281;65;275;200
2326;47;300;171
2515;44;166;137
2284;83;291;121
2254;5;242;180
2812;2;288;182
2624;68;292;169
2292;63;184;170
2863;48;168;115
2224;29;264;167
2602;3;224;135
2135;6;203;145
2703;18;194;104
2156;14;179;133
2771;9;220;123
2255;16;245;179
2180;52;295;126
2631;36;211;147
2138;55;150;149
2421;24;204;156
2707;90;263;174
2658;11;287;134
2645;34;259;102
2021;15;223;144
2198;81;213;191
2566;80;174;151
2647;40;256;164
2828;92;217;191
2450;78;272;103
2351;51;272;130
2170;37;201;150
2004;97;194;156
2624;53;254;155
2004;78;297;167
2576;34;264;172
2232;65;205;124
2132;50;164;184
2111;66;259;181
2273;69;220;167
2539;25;238;113
2345;14;246;104
2169;14;269;121
2631;27;219;101
2504;83;207;156
2210;88;285;200
2626;91;265;146
2363;21;192;119
2780;55;185;153
2495;12;238;107
2503;25;251;105
2293;34;204;194
2529;21;273;131
2611;98;270;120
2545;51;204;110
2137;67;238;101
2651;81;260;148
2979;35;204;113
2177;70;277;190
2915;95;239;130
2564;54;193;162
2045;90;192;125
2488;73;151;122
2094;42;264;135
2971;2;237;141
2971;5;215;105
2675;84;212;193
2333;72;160;116
2565;52;284;128
2266;36;238;139
2575;52;219;185
2228;71;170;188
2437;49;271;131
2387;14;212;155
2625;5;223;103
2811;22;300;168
2810;6;160;164
2564;32;180;166
2055;51;289;169
2690;88;200;141
2522;2;233;149
2480;4;202;144
2328;94;237;178
2503;11;227;109
2215;14;225;113
2390;85;160;160
2587;3;278;130
2080;44;278;162
2945;24;248;175
2622;70;227;133
2473;67;186;103
2699;69;211;182
2448;32;287;128
2404;49;267;180
2672;8;257;199
2986;85;158;143
2409;54;241;145
2387;37;227;104
2772;3;235;171
2243;96;280;144
2832;100;245;178
2869;51;258;106
2547;85;192;199
2771;90;295;148
2838;45;236;177
2450;28;257;121
2252;99;159;162
2878;70;191;159
2299;69;222;150
2654;91;216;177
2859;9;227;159
2596;6;175;133
2275;36;234;135
2421;17;155;157
2634;52;202;120
2067;89;222;105
2630;84;272;180
2499;4;214;169
2659;92;260;130
2533;88;232;149
2154;37;282;153
2037;99;243;160
2698;15;244;130
2118;10;264;120
2167;10;283;158
2375;67;214;190
2058;5;279;129
2718;75;193;165
2284;72;283;140
2664;25;190;119
2105;60;194;108
2819;7;197;165
2977;88;153;156
2594;24;190;195
2658;97;198;108
2964;67;257;178
2299;82;152;171
2189;30;153;156
2327;93;180;152
2206;70;267;200
2552;34;210;189
2761;15;202;163
2745;67;261;199
2973;11;261;133
2171;18;176;159
2758;10;287;191
2289;17;299;191
2710;19;290;148
2194;75;271;142
2556;73;284;149
2765;16;241;188
2621;5;175;160
2643;90;158;183
2565;97;205;198
2767;12;165;137
2036;9;267;180
2147;76;177;101
2524;80;171;121
2147;48;176;133
2397;13;268;176
2832;23;245;190
2759;53;247;156
2923;45;224;167
2190;37;234;140
2604;36;206;155
2955;50;222;105
2395;9;181;130
2686;64;282;100
2684;20;293;142
2990;31;229;187
2525;70;229;183
2146;62;273;156
2835;83;288;167
2553;47;297;142
2356;47;218;137
2506;68;160;123
2894;35;265;146
2541;97;153;162
2821;84;218;125
2896;94;290;170
2986;33;268;200
2668;65;300;177
2395;95;293;100
2169;31;290;127
2497;83;228;101
2880;32;196;178
2453;87;190;197
2361;84;275;112
2606;54;227;103
2247;64;155;101
2954;23;172;178
2542;4;174;153
2911;5;241;129
2456;62;172;193
2255;64;280;126
2802;68;217;119
2383;12;165;144
2484;19;292;111
2474;39;172;198
2309;19;276;192
2861;10;197;129
2468;19;172;124
2713;70;236;162
2275;65;175;104
2030;99;191;176
2296;19;265;142
2499;81;189;171
2594;35;206;181
2882;31;270;141
2931;40;227;136
2572;44;297;109
2143;81;248;175
2168;100;168;103
2731;7;197;108
2372;15;192;130
2348;35;278;172
2560;49;189;152
2788;27;295;173
2805;22;195;198
2293;77;213;137
2688;96;278;112
2728;67;295;188
2012;26;287;120
2167;60;188;161
2713;28;176;129
2959;99;224;165
2595;36;174;133
2961;11;199;183
2359;99;233;120
2445;22;291;109
2788;58;199;137
2197;98;170;125
2921;51;225;114
2848;24;236;156
2548;3;216;120
2142;57;244;178
2673;15;216;199
2370;60;283;178
2738;97;268;200
2412;14;280;128
2075;71;233;138
2000;50;242;199
2296;92;255;168
2760;79;219;158
2668;14;277;102
2838;38;286;148
2643;88;291;170
2291;69;294;196
2708;90;194;148
2484;41;281;118
2206;1;205;197
2691;97;220;105
2441;92;178;138
2812;85;231;163
2232;38;256;193
2833;76;280;134
2921;47;251;198
2994;69;251;102
2475;96;164;140
2931;62;296;118
2612;19;188;127
2013;95;245;189
2697;50;269;103
2343;4;199;144
2532;46;213;106
2206;41;174;178
2189;49;222;188
2578;50;191;183
2806;75;161;101
2373;60;238;185
2596;75;182;132
2149;37;289;103
2341;4;216;147
2893;43;208;137
2991;6;222;152
2760;64;203;115
2515;25;231;144
2430;67;269;195
2741;66;191;200
2149;43;280;194
2680;51;237;190
2936;63;292;145
2409;1;284;143
2993;9;225;132
2204;80;165;111
2099;93;233;112
2181;80;194;135
2334;10;167;189
2564;12;275;199
2815;25;252;104
2175;28;279;113
2046;49;185;105
2855;21;153;169
2836;97;259;100
2657;28;192;174
2866;66;280;163
2170;84;212;101
2399;79;299;193
2194;88;295;134
2744;15;284;155
2144;3;163;156
2987;57;206;146
2233;98;227;102
2419;2;278;195
2204;57;228;195
2776;67;210;107
2970;55;255;190
2376;20;222;131
2674;57;267;187
2052;85;287;108
2611;22;293;188
2474;28;228;153
2445;9;259;139
2873;77;206;175
2734;32;217;148
2907;48;173;183
2454;65;269;179
2901;37;155;113
2607;16;257;180
2095;48;154;179
2265;41;227;128
2525;72;275;142
2132;28;198;170
2342;35;246;138
2467;8;287;182
2365;7;191;166
2619;43;156;157
2281;61;272;172
2327;1;229;154
2481;51;237;117
2073;44;231;164
2182;36;267;132
2053;92;240;164
2507;10;180;116
2186;50;176;196
2917;74;192;135
2622;98;239;108
2876;37;186;113
2256;45;224;121
2581;51;186;169
2054;93;254;104
2707;73;244;132
2449;98;158;147
2597;62;181;100
2079;99;205;182
2803;73;168;100
2447;75;288;139
2692;85;162;174
2729;67;231;195
2742;54;225;176
2701;9;162;131
2881;1;190;177
2982;49;173;112
2674;17;205;109
2921;51;177;176
2165;90;201;177
2075;75;275;169
2538;97;292;102
2241;55;283;172
2661;19;289;127
2871;97;299;172
2357;34;262;132
2523;24;186;100
2226;56;299;155
2764;49;229;138
2992;15;277;178
2697;78;216;119
2364;76;299;102
2051;93;204;131
2631;80;238;171
2975;15;285;179
2654;99;214;150
2120;98;151;132
2882;44;159;159
2466;57;256;106
2113;16;175;192
2705;45;222;119
2441;13;221;190
2045;95;249;135
2890;59;185;183
2478;79;210;182
2391;96;289;121
2250;32;219;118
2898;12;187;140
2407;14;219;168
2088;36;287;187
2456;74;178;152
2985;12;160;174
2969;82;156;128
2678;98;216;113
2507;59;265;133
2470;22;216;108
2362;63;195;148
2319;95;217;188
2038;99;206;119
2207;88;291;129
2493;76;247;147
2921;64;262;183
2156;94;235;191
2364;44;240;174
2809;40;218;124
2606;52;282;126
2980;2;272;122
2241;93;248;185
2054;36;191;119
2131;6;187;104
2493;62;295;132
2728;50;184;139
2808;26;279;188
2390;55;230;177
2416;100;250;111
2434;22;299;169
2914;25;208;174
2764;71;257;118
2842;21;164;109
2714;10;155;138
2702;74;157;128
2606;33;170;139
2266;56;299;119
2775;36;171;173
2800;11;272;127
2510;25;217;171
2113;74;242;184
2464;99;269;158
2658;87;159;163
2901;22;244;159
2520;81;245;139
2298;70;270;120
2063;30;260;143
2077;53;172;179
2185;73;172;177
2534;89;156;135
2388;8;204;154
2819;39;246;131
2306;30;240;197
2774;77;173;184
2213;98;188;106
2319;20;197;138
2351;30;175;135
2353;69;253;149
2857;53;240;176
2619;12;243;149
2548;91;199;164
2877;22;203;132
2727;46;211;154
2971;98;192;128
2235;84;154;111
2250;79;218;156
2011;50;262;115
2903;45;178;174
2434;70;240;119
2836;37;238;186
2180;53;164;165
2251;15;218;130
2452;84;287;144
2394;42;294;154
2267;61;151;116
2159;68;271;108
2466;59;180;149
2926;86;159;140
2475;56;296;148
2445;27;173;132
2962;29;300;105
2359;46;214;171
2489;77;298;166
2253;35;218;143
2165;34;212;105
2015;14;190;193
2619;40;244;196
2209;1;173;161
2914;61;190;189
2832;9;209;150
2031;3;225;192
2177;96;197;111
2229;16;246;114
2504;97;234;172
2284;40;214;190
2007;48;246;146
2499;88;244;179
2810;50;249;173
2247;38;180;170
2044;44;297;163
2981;8;289;108
2117;95;202;151
2128;15;167;192
2975;19;282;100
2849;84;205;127
2878;2;160;145
2139;25;241;198
2596;4;254;168
2222;35;218;158
2229;33;187;113
2758;56;263;148
2187;53;153;197
2263;95;272;191
2968;63;164;184
2509;51;177;183
2460;58;285;186
2891;57;254;136
2236;54;164;197
2257;21;194;115
2862;71;260;112
2656;18;263;195
2663;91;165;196
2666;6;203;122
2845;51;218;121
2816;75;166;119
2341;25;210;149
2902;22;219;116
2258;1;191;142
2755;68;182;139
2217;70;163;176
2333;13;157;108
2847;70;257;192
2885;44;258;183
2783;49;249;143
2020;73;174;111
2170;38;216;114
2217;4;195;185
2138;19;267;118
2356;18;293;101
2932;92;198;144
2367;66;243;158
2494;78;215;187
2677;38;279;118
2847;28;158;190
2448;90;285;110
2763;27;254;133
2831;7;173;162
2426;39;160;121
2212;85;296;146
2029;88;211;162
2287;58;282;101
2188;34;230;183
2157;83;287;149
2501;68;215;172
2850;8;271;130
2158;58;266;163
2324;57;252;188
2979;63;165;152
2755;90;172;179
2819;55;265;134
2658;3;265;149
2107;15;250;149
2736;40;188;125
2869;56;233;127
2203;53;270;169
2956;47;293;112
2830;30;252;141
2615;53;173;122
2659;34;281;155
2193;21;156;158
2287;11;169;113
2883;51;190;135
2151;2;191;143
2011;46;199;181
2374;63;198;150
2202;9;159;137
2666;48;218;108
2437;67;284;120
2471;26;234;123
2555;42;292;189
2058;5;168;140
2812;75;214;117
2214;46;218;106
2814;47;203;194
2115;22;181;117
2772;99;240;177
2005;84;270;124
2998;77;156;151
2952;31;211;108
2234;83;239;130
2620;91;158;124
2764;13;258;174
2777;77;174;123
2699;51;215;135
2925;49;281;139
2394;43;253;133
2083;58;226;169
2731;37;266;173
2784;69;152;144
2587;74;270;119
2024;29;168;111
2311;70;260;102
2156;54;242;144
2427;52;214;124
2873;59;267;104
2226;27;236;126
2389;5;187;198
2124;81;244;193
2889;82;200;141
2916;79;289;118
2089;88;216;197
2507;80;241;126
2199;20;226;158
2502;42;252;174
2911;65;217;187
2861;40;270;162
2980;20;295;200
2745;35;258;180
2060;40;208;109
2383;66;166;172
2723;35;151;119
2015;19;287;178
2838;18;299;154
2668;57;164;147
2337;84;217;178
2717;10;156;133
2907;23;183;200
2649;36;298;188
2626;3;272;149
2089;40;176;126
2782;1;273;102
2993;99;257;106
2165;23;181;173
2984;77;296;179
2446;53;187;137
2288;100;205;142
2009;96;203;142
2493;43;212;174
2294;62;291;101
2251;22;214;135
2574;58;238;148
2043;91;219;174
2586;98;231;189
2034;10;250;104
2196;82;158;124
2455;6;157;131
2548;52;276;111
2333;26;169;193
2092;65;274;136
2647;83;222;108
2858;62;260;100
2989;26;290;172
2531;54;296;162
2972;93;209;191
2427;56;220;193
2383;90;175;115
2035;67;294;126
2047;69;192;183
2761;80;251;111
2558;21;231;190
2703;8;178;109
2073;67;296;194
2590;31;239;169
2892;37;294;136
2619;46;243;180
2647;3;298;177
2812;58;179;112
2147;62;152;107
2536;39;243;168
2220;41;189;104
2186;68;295;176
2096;89;191;133
2746;65;278;177
2536;22;206;184
2104;41;270;137
2360;6;253;179
2115;18;172;184
2757;8;214;183
2010;96;266;106
2356;35;180;156
2755;54;185;194
2890;63;270;191
2848;66;281;119
2995;75;281;170
2235;40;299;166
2201;48;268;157
2858;4;157;157
2128;38;166;161
2578;98;185;180
2764;55;298;171
2028;66;297;136
2486;11;272;182
2369;23;200;182
2525;93;220;128
2273;53;280;143
2276;82;161;149
2274;68;196;133
2671;83;222;197
2251;36;205;177
2734;13;197;114
2405;28;205;143
2199;98;224;189
2035;40;183;155
2008;73;295;154
2040;36;199;104
2934;2;266;151
2601;51;152;100
2301;7;288;171
2308;15;185;165
2917;26;156;182
2657;64;223;164
2191;59;261;189
2742;23;178;194
2134;68;184;172
2028;25;206;179
2270;41;165;190
2337;90;182;174
2784;74;257;194
2542;33;160;118
2477;82;176;119
2995;22;278;121
2365;15;249;100
2005;49;215;109
2609;54;170;108
2268;20;233;193
2619;77;280;183
2258;7;207;139
2016;13;194;183
2012;77;229;117
2336;56;273;122
2083;89;246;146
2690;80;180;185
2268;28;295;145
2176;71;241;197
2995;95;160;120
2189;43;150;149
2812;85;191;148
2941;93;165;135
2218;9;293;108
2889;59;195;144
2724;39;187;178
2725;68;157;155
2637;15;223;140
2832;3;203;153
2810;5;298;110
2052;47;221;173
2356;96;252;151
2776;99;271;199
2646;40;179;168
2882;48;286;134
2219;43;259;179
2746;75;299;141
2832;61;159;132
2322;18;272;190
2187;18;299;126
2707;88;278;101
2975;14;288;140
2689;56;182;184
2681;82;218;166
2550;51;231;166
2825;4;184;184
2360;37;211;118
2187;10;156;101
2181;47;249;156
2943;11;197;181
2371;1;200;157
2758;38;286;109
2279;80;252;112
2239;43;249;112
2143;10;254;184
2162;50;207;195
2317;59;287;146
2479;13;245;101
2700;78;182;127
2507;35;161;114
2767;28;219;154
2679;13;218;128
2442;15;249;156
2146;69;226;115
2929;91;283;183
2194;63;218;148
2999;10;213;123
2240;28;178;188
2940;27;262;161
2408;36;234;173
2272;71;165;186
2946;90;211;177
2873;81;259;158
2009;80;266;190
2605;69;174;187
2733;24;227;197
2808;75;288;158
2902;15;283;135
2954;47;228;129
2322;51;225;117
2492;26;198;122
2209;20;199;140
2692;4;207;101
2173;45;179;200
2911;39;200;153
2619;46;208;131
2543;80;194;153
2471;56;171;182
2225;39;172;193
2340;30;259;131
2920;88;288;145
2337;19;205;143
2761;24;231;153
2054;69;178;131
2456;61;208;179
2825;85;160;148
2028;21;189;165
2389;47;177;124
2115;15;274;193
2391;79;186;127
2469;72;241;194
2357;7;260;159
2852;95;201;171
2098;68;159;152
2411;56;254;130
2401;67;220;174
2300;39;263;166
2172;80;296;158
2770;11;181;114
2682;97;270;146
2687;87;150;108
2040;70;205;115
2895;80;175;139
2958;93;169;142
2652;55;188;199
2304;48;186;153
2329;72;182;123
2730;47;214;190
2821;85;270;112
2813;31;270;119
2390;32;179;194
2055;89;260;112
2659;68;210;200
2318;2;261;115
2568;67;257;177
2141;48;294;159
2128;20;152;166
2849;2;153;180
2939;42;278;104
2995;98;237;109
2288;27;188;147
2557;75;194;108
2262;13;202;170
2258;6;184;183
2818;24;268;182
2378;87;192;141
2011;17;249;113
2378;15;281;115
2533;37;234;137
2179;66;266;105
2095;33;205;194
2765;53;192;143
2286;99;181;137
2646;67;256;108
2113;6;192;152
2972;33;214;120
2411;42;261;125
2088;89;155;139
2877;84;185;184
2379;34;201;190
2138;44;187;198
2213;95;182;176
2057;13;211;105
2672;64;193;179
2546;31;163;198
2691;14;263;182
2488;63;185;123
2317;49;241;189
2435;79;215;175
2910;82;224;118
2731;3;260;164
2213;85;219;148
2049;22;254;145
2587;20;201;139
2020;60;216;162
2408;68;298;129
2312;8;251;127
2728;15;211;195
2893;18;256;159
2725;18;242;161
2206;76;200;152
2999;4;294;121
2194;46;169;141
2469;78;275;180
2688;29;275;134
2555;73;297;103
2210;33;286;156
2703;46;246;197
2889;62;261;106
2047;75;278;138
2677;5;245;119
2577;15;256;200
2511;92;212;183
2120;8;200;175
2919;93;285;178
2816;31;262;103
2606;97;231;106
2962;65;158;149
2096;24;208;160
2638;12;222;128
2207;41;257;100
2618;8;197;164
2244;75;286;149
2652;60;151;126
2661;92;287;130
2043;86;187;188
2040;16;272;198
2041;73;195;162
2903;63;294;124
2537;48;167;107
2060;55;253;120
2329;47;281;128
2393;43;237;169
2074;79;240;134
2510;15;296;152
2551;74;179;114
2758;82;231;196
2270;6;173;199
2034;75;200;132
2838;50;251;184
2529;50;198;137
2922;82;178;131
2006;38;223;183
2065;54;278;185
2294;35;292;141
2793;43;183;122
2450;1;156;161
2335;37;204;156
2187;50;174;105
2878;25;269;176
2727;58;277;143
2833;50;268;181
2430;28;218;182
2703;72;208;191
2390;54;215;130
2353;3;152;170
2135;57;159;174
2608;48;233;124
2000;40;162;153
2917;70;295;137
2617;48;195;165
2649;92;226;142
2911;37;190;161
2169;7;282;146
2798;97;183;175
2659;44;193;191
2187;30;189;101
2345;28;241;128
2730;49;246;123
2558;52;272;185
2292;79;281;122
2733;45;151;170
2522;87;150;117
2804;33;259;197
2186;54;221;128
2211;2;218;175
2369;36;170;126
2411;63;213;152
2915;8;244;199
2125;20;205;121
2657;46;186;181
2477;15;169;121
2542;98;243;175
2144;33;196;189
2306;69;236;187
2202;92;269;115
2761;42;215;184
2834;39;289;169
2880;17;168;165
2597;31;225;193
2445;60;182;171
2365;89;165;159
2003;50;279;180
2121;31;159;125
2687;48;244;150
2420;99;270;188
2824;6;155;172
2095;59;212;149
2815;20;209;119
2777;93;286;151
2252;47;183;100
2293;3;226;150
2493;73;276;131
2280;80;277;144
2120;77;162;113
2913;30;199;107
2553;76;268;156
2533;67;214;154
2229;26;172;150
2054;45;188;173
2555;15;254;137
2048;45;292;165
2725;42;233;107
2118;28;229;126
2736;28;238;135
2079;18;191;158
2255;77;150;127
2138;91;196;137
2613;7;253;141
2640;4;195;197
2338;98;191;199
2216;65;181;189
2322;23;299;115
2118;75;168;157
2129;49;215;170
2261;6;283;159
2882;20;174;175
2693;26;232;110
2875;59;204;183
2357;22;198;188
2423;69;274;150
2525;66;220;133
2730;19;289;195
2691;96;264;136
2035;85;262;143
2936;26;279;195
2669;53;155;159
2916;42;283;188
2470;12;283;132
2474;77;197;182
2834;60;207;148
2912;79;290;131
2392;80;260;108
2299;34;238;200
2129;58;291;185
2748;72;300;163
2227;54;171;188
2832;82;273;149
2004;31;184;185
2697;24;288;183
2140;81;195;193
2348;3;205;162
2043;86;294;200
2955;87;182;179
2463;17;195;167
2989;70;166;168
2105;25;162;101
2408;54;208;195
2934;97;248;106
2027;18;237;113
2682;78;207;152
2053;27;220;177
2620;23;228;173
2081;11;283;199
2957;5;155;144
2175;10;174;118
2660;80;266;178
2175;75;264;200
2544;68;213;127
2572;63;206;143
2654;77;290;118
2738;73;214;197
2222;89;276;172
2866;74;246;179
2824;57;229;144
2004;74;225;160
2776;40;187;105
2612;72;154;151
2619;32;237;135
2759;77;175;114
2092;73;172;140
2783;76;271;105
2426;82;183;118
2888;15;281;196
2292;39;253;101
2321;68;260;168
2716;33;278;130
2654;83;223;187
2306;4;162;156
2867;99;203;176
2660;98;193;123
2912;42;276;116
2660;12;197;195
2697;84;179;188
2056;13;200;112
2800;62;232;174
2202;38;253;186
2142;43;241;173
2748;28;198;117
2405;29;171;119
2361;94;150;122
2453;13;292;126
2588;41;269;169
2537;67;236;153
2434;96;284;141
2850;1;181;164
2888;73;224;193
2366;13;190;188
2336;89;178;101
2652;74;205;159
2354;6;150;101
2112;51;189;171
2320;49;190;114
2728;27;245;142
2119;33;184;186
2955;65;159;129
2476;63;265;185
2401;90;291;125
2128;53;196;186
2039;28;167;133
2889;21;212;194
2130;43;259;158
2559;41;204;198
2253;3;300;150
2041;69;242;138
2964;29;178;163
2006;35;239;180
2976;81;160;197
2821;52;258;182
2628;18;247;163
2539;7;298;170
2187;87;290;103
2597;84;187;110
2800;93;194;135
2838;58;201;190
2548;31;181;121
2461;8;171;196
2745;79;192;139
2005;25;202;194
2038;5;216;153
2788;16;260;148
2078;75;247;168
2073;51;174;191
2578;12;205;133
2133;37;151;200
2180;100;286;178
2500;94;230;185
2140;49;192;127
2754;27;235;188
2472;45;209;150
2375;98;221;182
2543;28;286;128
2450;52;293;128
2018;65;260;191
2167;64;181;198
2247;50;282;139
2121;5;224;160
2921;53;219;125
2044;86;216;126
2171;77;231;190
2816;45;190;143
2132;33;242;185
2014;1;281;159
2537;59;238;156
2088;58;160;119
2621;39;271;154
2482;70;298;149
2555;18;260;132
2414;54;291;162
2358;98;244;145
2666;9;197;180
2354;38;230;158
2210;37;256;197
2702;15;208;181
2712;55;248;129
2717;32;271;120
2894;27;189;189
2943;31;291;111
2786;51;194;149
2096;3;198;132
2986;54;200;146
2349;86;194;140
2501;72;160;120
2488;41;287;194
2939;17;290;127
2030;34;192;170
2406;83;221;102
2497;11;234;149
2702;34;259;135
2162;76;216;117
2843;59;187;193
2829;53;298;149
2803;29;272;153
2173;20;186;131
2302;63;178;163
2468;30;266;169
2459;85;218;122
2523;33;157;179
2083;79;240;137
2727;67;296;110
2183;73;160;158
2358;94;234;189
2632;97;282;168
2581;23;169;179
2426;5;209;144
2027;50;293;190
2884;79;168;113
2243;76;155;113
2649;51;268;171
2394;38;165;157
2299;67;161;121
2460;13;161;194
2534;26;172;113
2464;30;177;101
2693;26;178;182
2188;84;190;165
2346;64;192;141
2883;69;164;100
2265;65;205;179
2100;80;154;127
2631;34;299;144
2339;53;230;195
2906;75;275;113
2577;52;282;141
2631;46;300;161
2360;20;256;102
2650;15;187;156
2741;53;225;199
2498;79;222;168
2388;23;178;107
2844;60;236;175
2313;16;196;172
2746;53;168;167
2945;97;236;195
2038;89;247;138
2616;46;167;149
2058;65;275;151
2027;38;285;160
2725;67;283;126
2042;8;176;169
2202;1;226;188
2997;85;250;107
2117;20;287;133
2455;74;269;184
2989;6;216;149
2792;92;268;149
2946;29;167;157
2376;90;161;165
2509;95;171;130
2054;5;241;124
2621;41;293;137
2797;45;259;131
2746;77;207;124
2819;57;285;135
2792;53;285;132
2524;86;258;102
2220;29;153;113
2850;94;244;133
2371;34;284;166
2197;82;299;199
2598;23;170;118
2111;16;175;160
2188;69;176;102
2558;33;193;130
2350;53;200;142
2600;62;216;174
2122;61;233;194
2322;6;168;140
2648;80;227;141
2166;75;285;120
2029;100;212;119
2459;45;237;123
2927;28;272;102
2396;12;253;116
2910;40;290;186
2359;27;290;193
2447;49;223;135
2127;13;215;170
2248;97;233;132
2117;33;153;131
2413;65;218;193
2920;18;276;165
2791;87;274;138
2153;100;288;160
2444;20;182;141
2639;29;239;114
2033;10;225;109
2370;54;262;114
2932;12;290;170
2061;100;247;141
2994;60;281;101
2077;43;274;198
2435;87;246;160
2387;55;163;163
2894;56;218;116
2953;68;198;142
2288;9;230;152
2828;35;270;164
2392;68;163;199
2957;44;231;115
2031;27;150;156
2795;31;214;199
2418;66;200;188
2526;76;279;198
2827;34;196;161
2222;3;233;135
2931;50;207;158
2753;4;269;104
2829;94;286;112
2909;26;234;183
2308;20;222;199
2499;94;279;182
2256;76;237;138
2567;17;276;120
2884;43;164;150
2944;24;197;157
2748;81;292;155
2011;77;261;164
2989;91;215;147
2572;21;254;166
2880;94;208;108
2338;2;158;177
2347;3;247;116
2224;93;252;179
2922;99;289;102
2065;80;255;110
2996;99;247;154
2817;68;294;130
2419;25;230;152
2386;78;299;163
2273;37;178;130
2395;90;286;182
2334;74;225;122
2105;37;203;126
2240;58;201;153
2641;33;203;119
2121;80;163;173
2386;16;205;181
2504;49;246;148
2051;40;280;195
2549;63;177;152
2522;31;177;144
2516;29;257;104
2206;61;224;172
2205;84;288;197
2170;55;194;188
2653;40;186;161
2782;62;297;133
2233;33;297;161
2862;37;256;185
2681;85;277;150
2812;9;216;154
2378;20;213;154
2116;55;221;192
2131;10;299;141
2938;67;259;121
2459;33;224;150
2928;9;209;189
2482;100;246;156
2933;97;261;135
2075;69;184;100
2220;70;279;178
2889;97;196;200
2841;38;278;105
2822;39;230;193
2689;69;267;153
2574;48;270;154
2977;71;251;145
2350;73;151;148
2210;44;154;116
2837;97;270;179
2057;100;274;178
2353;50;156;196
2537;98;285;174
2855;74;207;141
2004;19;293;189
2983;93;201;192
2398;53;238;199
2504;91;283;175
2266;83;181;129
2870;34;283;137
2756;76;175;181
2359;58;286;160
2522;73;248;170
2661;49;233;147
2883;30;231;102
2623;83;239;115
2902;78;228;167
2975;77;221;173
2642;86;221;183
2509;51;163;140
2098;5;166;190
2303;38;191;131
2772;72;200;125
2772;73;165;103
2607;49;232;131
2876;30;249;136
2851;30;178;149
2785;4;178;189
2887;80;271;195
2605;8;218;167
2275;93;281;105
2607;93;290;167
2633;27;227;126
2599;81;298;117
2580;23;169;175
2489;28;245;137
2710;32;243;188
2093;100;284;191
2296;31;212;136
2409;15;199;194
2486;90;201;177
2620;99;247;176
2544;42;160;102
2177;3;207;138
2030;38;205;182
2486;34;172;151
2359;37;181;106
2253;61;258;128
2391;20;172;134
2529;85;208;167
2141;87;178;126
2085;61;208;184
2299;91;295;116
2723;17;185;163
2592;61;279;138
2833;68;248;157
2489;46;228;157
2398;11;169;192
2412;50;179;105
2749;78;186;167
2647;6;223;184
2822;18;236;133
2951;6;211;167
2131;59;212;116
2594;95;229;159
2427;59;230;183
2258;95;251;179
2367;76;190;139
2424;3;241;104
2824;17;179;104
2171;13;203;136
2692;62;295;190
2665;67;300;152
2763;3;239;103
2888;58;261;108
2972;71;250;139
2757;13;234;109
2193;10;212;159
2591;94;299;192
2361;22;299;112
2863;16;257;114
2889;5;181;163
2681;20;217;130
2269;52;263;110
2464;74;195;125
2019;12;299;118
2527;67;246;157
2405;13;202;166
2535;73;153;105
2371;58;217;125
2512;94;172;137
2211;57;192;151
2725;10;188;118
2847;56;228;107
2377;33;209;171
2536;65;201;151
2467;64;247;191
2977;14;254;133
2605;4;280;104
2072;47;249;116
2542;44;297;145
2105;97;249;198
2219;18;163;172
2881;8;236;136
2623;20;177;119
2995;96;152;113
2772;31;296;160
2749;60;244;197
2541;38;208;197
2004;1;241;150
2180;74;244;185
2904;5;287;186
2455;43;277;190
2360;91;211;192
2532;3;229;121
2817;45;270;145
2520;87;167;101
2003;10;154;163
2101;88;285;139
2010;39;281;198
2207;56;239;179
2223;71;249;112
2724;33;227;184
2577;5;207;102
2722;34;218;112
2298;73;228;150
2227;25;158;179
2797;73;243;101
2232;53;299;139
2206;39;194;193
2985;54;189;107
2026;78;288;126
2191;11;276;142
2369;42;203;137
2901;15;155;135
2632;71;289;119
2229;91;213;143
2154;42;251;149
2459;88;173;158
2044;2;244;116
2793;58;166;188
2463;22;203;125
2680;28;254;158
2931;21;278;177
2017;8;208;146
2642;40;224;138
2361;100;236;174
2421;54;298;194
2132;59;296;154
2062;51;185;143
2080;55;177;128
2430;71;226;146
2112;91;158;138
